기업명,직무,주요 업무,자격 요건,우대 사항
(주)트립일레븐,브랜드매니저 (경력),ㆍ파트너사 현장(QSC) 관리 및 교육,"ㆍ파트너 커뮤니케이션 품질 개선 및 유지 업무 경력이 2년 이상이신 분(파트장급)
ㆍ운전면허(2종보통 이상) 보유자
ㆍ팀워크를 바탕으로 주도적으로 업무를 수행할 수 있는 분
ㆍ도전적인 목표를 스스로 설정하고, 달성을 위해 노력한 경험이 있는 분","ㆍ숙박플랫폼 전반에 관심이 있는 분
ㆍ트립일레븐의 조직문화에 공감하고 치열하게 달릴 준비가 되어 있는 분"
(주)트립일레븐,디자인팀 리터쳐 (경력 1년이상),ㆍ보정 및 합성 업무,"ㆍ보정 업무 경력 1년 이상
ㆍ건축물 촬영사진의 내·외부 보정 및 이미지 합성 능숙하신 분","ㆍ인테리어 및 건축분야 촬영물 보정 경험자
ㆍ트립일레븐의 조직문화에 공감하고 치열하게 달릴 준비가 되어 있는 분"
(주)트립일레븐,고객경험관리 (CX) (경력 2년 이상),ㆍ파트너 커뮤니케이션,"ㆍ파트너 커뮤니케이션 ( 통합 관리( 콘텐츠, 거래액 현황 등) 인/아웃바운드 피드백)
ㆍ팀워크를 바탕으로 주도적으로 업무를 수행할 수 있는 분
ㆍ도전적인 목표를 스스로 설정하고, 달성을 위해 노력한 경험이 있는 분","ㆍ숙박플랫폼 전반에 관심이 있는 분
ㆍ트립일레븐의 조직문화에 공감하고 치열하게 달릴 준비가 되어 있는 분"
(주)트립일레븐,마케팅 (경력),ㆍ마케팅 전략 수립 및 관리,"ㆍE-Commerce 마케팅 업무경력이 2년 이상이신 분 (경력직)
ㆍ팀워크를 바탕으로 주도적으로 업무를 수행할 수 있는 분
ㆍ도전적인 목표를 스스로 설정하고, 달성을 위해 노력한 경험이 있는 분","ㆍ숙박플랫폼 전반에 관심이 있는 분
ㆍ기초 수준 이상의 분석역량(통계분석 등)을 보유하신 분
ㆍ트립일레븐의 조직문화에 공감하고 치열하게 달릴 준비가 되어 있는 분"
(주)와이톤,컨텐츠 마케터 (경력),"? 컨텐츠 영상 기획 및 SNS채널 운영
? 퍼포먼스 마케팅과 DA광고 운영을 위한 크리에이티브 기획 및 전략 수립
? 영상/이미지/아티클 형태의 컨텐츠 기획
? SNS 컨텐츠 채널 운영
? 마케팅 관련 지표 및 데이터 관리","? 컨텐츠 및 SNS 운영 경력 1~2년
? 뉴 미디어 지식과 독창적인 컨텐츠 기획 아이디어를 보유하신 분
? 주도적으로 업무를 추진하고 수행할 수 있는 분","? 컨텐츠 기획 및 제작의 전반적인 프로세스를 경험해보신 분
? 자체 IP컨텐츠 운영 하신분
? GA를 비롯한 퍼포먼스 마케팅툴 경험하신 분"
(주)와이톤,퍼포먼스 마케팅 AE (신입),"? 클라이언트 KPI에 따른 SA, DA 디지털 퍼포먼스 매체 운영
? 캠페인 운영 오퍼레이팅 업무
? 성과 분석을 바탕으로 보고서 작성
? 마케팅 트렌드 조사 및 분석
? 디지털 미디어 믹스 및 제안","? 학력 : 초대졸이상
? 경력: 신입","? 컴퓨터활용능력 우수자
? 엑셀 고급능력 보유자
? 유관업무 경험자(광고대행사 인턴 사원 및 유경험자)
? 검색광고마케터 1급
? 포토샵사용가능자(기본기능 사용자 포함 우대)"
(주)와이톤,크리에이티브 디자이너 (신입),"크리에이티브 디자이너 (신입)
? 전반적인 디지털 광고 소재 디자인
? SNS 컨텐츠 및 비쥬얼 디자인","? 학력 : 대졸이상
? 병역필 또는 면제자로 해외여행 결격사유 없는자","? 관련학과 전공자 우대
? 컨텐츠 기획에 대한 주도적 성향을 가진 인원
? 다양한 분야의 사람들과 유연한 커뮤니케이션 능력
? 광고 디자인에 관심이 많으신 분
? Photoshop, Illustrator 등 디자인 관련 툴 활용이 능숙하신 분"
리디(주),시니어 백엔드 엔지니어(Global),"회사 설명
국내 전자책 점유율 1위를 넘어 글로벌 콘텐츠 산업의 강자로 급부상하고 있는 유니콘 스타트업 리디와 함께 할 당신을 기다립니다.

리디는 2009년 전자책 서비스 '리디북스'를 시작으로, 10년 이상 지속적으로 성장하며 국내외의 고객들에게 전자책, 웹툰, 웹소설 등 다양한 온라인 콘텐츠 서비스를 제공하고 있습니다.

2020년부터는 글로벌 웹툰 구독 서비스 ‘만타(Manta)’를 성공적으로 런칭하여 현재 800만 다운로드를 달성하는 등 북미를 시작으로 글로벌서비스를 확장하고 있습니다. 콘텐츠 산업에서 리디와 함께 성장할 인재라면 지금 도전하시기 바랍니다.

리디의 글로벌 웹툰 구독 서비스 ‘만타(Manta)’는 출시 후 빠르게 성장 중인 서비스입니다.

직무 설명
만타 고객의 탐색, 결제, 다운로드, 감상에 필요한 API 작성에서부터 인프라 아키텍처 설계에 이르기까지의 모든 백엔드 영역을 다룹니다.

- NodeJS 기반의 서버 개발
- 유저 서비스와 백 오피스에서 사용되는 다양한 API를 만들고 관리
- 백엔드 아키텍처 설계 및 개선","자격 요건
- 백엔드 개발 경력 5년이상 혹은 그에 준하는 경험
- 하나 이상의 언어를 매우 능숙하게 사용하시는 분
- 클라우드 환경에 대한 높은 이해와 경험이 있으신 분

우대사항
- 백엔드 팀을 리드해본 경험이 있으신 분
- 큰 규모의 백엔드 시스템을 처음부터 만들어보신 분
- 실제 운영 중인 백엔드 서비스를 다년간 개발, 운영, 관리해본 경험이 있으신 분
- 다양한 장애상황을 극복한 경험이 있으신 분",
태웅메디칼(주),의료기기 해외영업 신입/경력,"ㆍ해외 고객사 관리 및 지원
ㆍ수주관리 (오더, 출고) 및 실적관리
ㆍ시장분석, 정보수집 및 전략수립
ㆍ근무부서 : 해외영업부","ㆍ학력 : 대졸 이상 (4년)
ㆍ경력무관이나 의료계 관련 경력 있을 시 우대
ㆍ영어능통자 (회화, 독해, 작문)
ㆍ스페인어 우대
ㆍ해외출장 결격사유 없음","ㆍ직무 근무경험
ㆍPPT능력 우수자"
태웅메디칼(주),해외 RA 인허가 담당,"ㆍ해외 법규, 국제 규격, 시험규격 이해 및 적용
ㆍ자사 제품의 해외 신규, 갱신, 변경 허가 진행
ㆍ해외 식약처, 대리점, 컨설팅 등 대외 소통","ㆍ학력 : 대졸 이상 (4년)
ㆍ언어능력
- 영어 필수 (독해, 작문, 스피킹 상급)
ㆍ문서 작성 (MS Office) 능력
ㆍ신입 : 이공계, 보건학, 영문학 전공
ㆍ경력 : RA 2년 이상","ㆍ해외 졸업자 / 유학자 (Fluent speaking)
ㆍCE, FDA 등 의료기기 인허가 또는 심사 경험
ㆍQMS 이해도 소지 (ISO13485, MDSAP, CFR-820 등)
ㆍ문서 작성 능력 우수자
ㆍ기타 언어 능력"
(주)아임웹,Product Owner,"아임웹의 PO로 합류하시게 되면 스쿼드 (Squad) 조직에 배치돼요. 스쿼드는 PO, 개발자, 프로덕트 디자이너 등 5~8명의 직군이 하나의 팀으로 자율성을 갖고 담당 제품과 관련된 오너십을 갖고 의사결정을 하고 있어요. 지원자님이 가지고 계신 강점과 경험을 고려해 스쿼드로 배정되고 있습니다.

? 담당하는 기능의 목표를 세우고, 사용자들의 요구 사항들과 아임웹 비즈니스 전략을 연결
? 제품에 대한 비즈니스 모델 설계, 핵심 지표 정의, 액션 아이템 및 결과 도출까지 담당하여 제품을 성장
? 가설을 수립하고, 실험을 통해 도출된 데이터 기반으로 가설을 검증
? 제품 Iteration을 통해 Product-Market Fit을 찾고, 제품 고도화
? 사업의 방향 및 수익에 대한 방향을 이해관계자들에게 아이디어를 제시하고 “가장 좋은 방법”으로 제품을 리드","? 애자일한 프로세스로 문제를 해결하고 성과를 만들어보신 분
? 제품에 대한 깊은 이해도가 있으신 분
? 문제 정의 설정, 가설 검증, 제품 iteration까지 제품의 cycle을 경험해보신 분
? 고객의 다양한 요구 사항을 이해하여 비즈니스와 제품에 녹일 수 있으신 분
? 문제 해결 과정을 data기반으로 논리적 접근을 하실 수 있는 분
? 힘든 순간에도 에너지와 의지를 갖추고 문제를 해결하실 수 있는 분","? B2B SaaS 관련 지식이나 경험이 있으신 분
? 다양한 3rd Party 서비스를 연동해보고 유지/관리해본 경험이 있으신 분
? 사업/제품 기획부터 조직 운영까지 다뤄보신 경험이 있으신 분
? 창업 경험이 있으신 분"
월급쟁이부자들(주),콘텐츠 마케터,"? 브랜드 채널 운영 전략 수립 및 콘텐츠 기획/제작
? 사내 미디어 운영 및 관리
? 브랜딩에 적합한 작가 및 채널 등을 발굴하여 협업 콘텐츠 기획","? 2년 이상의 콘텐츠 마케팅 관련 업무 경험이 있으신 분
? 콘텐츠를 활용한 기획 및 제작, 배포 전 과정을 경험하신 분
? 고객이 공감할 수 있는 콘텐츠를 기획하고 제작할 수 있는 분","? 페이스북, 인스타그램, 유튜브, 블로그 등 온라인 채널 운영 경험이 있는 분
? 여러 커뮤니티 활동에 익숙하고, 능숙한 분
? 온라인 교육 서비스 또는 커머스 업계에서 일한 경험이 있는 분
? 간단한 콘텐츠 디자인 제작이 가능한 분"
월급쟁이부자들(주),콘텐츠 디자이너,"? 상품 전략에 맞는 디자인 컨셉 제안하고 상세페이지/프로모션 제작
? 브랜드 방향성에 따른 비주얼 콘텐츠 디자인
? 디지털 마케팅 콘텐츠 제작","? 1년 이상의 관련 경력을 보유하신 분
? 기획 의도에 적합한 콘텐츠 디자인 역량을 보유하신 분
? Figma/Adobe 디자인 툴을 능숙하게 사용 하시는 분
? 개발자, 기획자, 마케터 등 다양한 동료들과 원활하게 커뮤니케이션 하시는 분","? 커머스/교육 플랫폼에서 디자인 업무를 경험해보신 분
? 일관된 서비스 운영을 위한 디자인 가이드 제작 해보신 분
? 뷰저블(Beusable)을 사용한 데이터 분석을 경험해보신 분
? 플랫폼 서비스에 대한 관심과 이해도가 높은 분"
(주)당근서비스,당근 고객센터 사업팀 파트장 채용/모집,"? 효율적인 업무 프로세스와 업무 가이드를 구축해요
? 실무에서 발생되는 이슈들의 대응 정책을 수립하고 직접 대응해요
? 처리 데이터를 관리하고 분석을 통해서 인사이트를 도출해요
? 팀의 목표를 관리하고 인력의 육성을 지원해요(생산성/품질/효율화)","? 관련 업무를 5년 이상 하신 분을 찾아요.
? 서비스 운영 지표를 수립하고 관리/달성한 경험이 있으신 분을 찾아요
? 서비스 운영 정책과 응대 가이드를 구축한 경험이 있으신 분을 찾아요","? 조직의 리더 경험이 2년 이상이신 분이면 더욱 더 좋아요
? 인하우스 CS 조직의 근무 경험이 있으신 분이면 더욱 더 좋아요
? VOC 분석을 통한 서비스 개선 경험을 가지고 계신 분이면 더욱 더 좋아요
? 고객센터에서 처리하는 데이터를 구조화하여 분석하고, 잘 이해할 수 있도록 공유할 수 있는 분이면 더욱 더 좋아요"
잡플래닛,Analytics Engineer (경력),"[조직소개]
잡플래닛의 데이터 조직은 Data 1st전략으로 서비스의 핵심 자산인 데이터의 최우선 활용을 위해 효율적인 데이터 수집/정제/저장/분석 환경을 구축합니다. 이를 위해 데이터플랫폼의 설계와 구축을 진행하고 안정적 운영을 담당합니다. DB, Log, Text, Image 등 다양한 형태의 정형/비정형 데이터를 모두 다루며 대용량 데이터로부터 인사이트를 효과적으로 뽑아낼 수 있는 기술적 기반을 제공하여 사업 성공에 중추적 역할을 합니다.

[주요업무]
? 전사 Data Warehouse & Data Mart 설계
? Data Pipeline / Workflow 개발/운영, 자동화, & 최적화
? Data Storage 시스템 생성, 운영
? Event Taxonomy, Naming Convention 정의 및 관리, 사내 컨설팅
? Data Quality Management, Data Governance, Data/Business Glossary
? BI 운영 관리, 필요에 따라 Data Visualization 업무
? 다양한 제품을 개발하는 사일로/팀과 협업해서 효율적인 데이터처리 업무를 지원
? Data Scientist 및 Data Analyst와 협력하여 분석을 위한 데이터를 수집 및 정리
? 새로운 기술을 탐색 및 수용하고 업계 모범 사례를 연구하며 데이터 플랫폼을 최신 상태로 유지하여 데이터 분석 기술을 지속적으로 개선","[자격 조건]
? Google Cloud Platform 또는 Amazon Web Services 상에서 데이터 서비스 개발 경험
? Database, Data Lake, Data Warehouse, Data Mart 에 대한 기본적인 이해
? Data Modeling 을 이용하여 반복되거나 복잡한 문제를 단순 및 자동화 한 경험
? Airflow 개발 및 운영 경험
? Data Visualization 소프트웨어(Tableau, Power BI, Looker 등) 운영 경험
? Data Quality & Data Governance 에 대한 이해와 관련 도구 활용 능력
? SQL 상급, Python 중급
? 비즈니스 도메인 지식 학습에 적극적인 자세
? 비즈니스, 프로덕트, 개발자 등 이해관계자들과의 유연한 커뮤니케이션","[우대 사항]
? Statistics, Econometrics, Applied Science, Operational Research를 전공하신 분
? Data Governance 도입 및 구축에 대한 전반적이고 직접적인 경험이 있으신 분
? GCP Data Engineer 관련 자격을 보유하신 분
? DAP, DAsP 자격을 보유하신 분 (Data Architecture)"
핀다,전략실행 매니저 (Strategy Manager),"전략실행 팀을 소개합니다.
? 핀다의 전략실행 매니저는 Chief Strategy Officer 직속의 전략실행 팀에 소속되어 있습니다.
? 전략실행 팀은 핀다의 전략을 세우는 것에 관여하는 것 뿐만 아니라, 이 과정에서 발생하는 세부 과제들을 실행하고 전략을 지속성 있게 운영하기 위한 기반 조직과 프로세스를 설계 및 도입하는 역할까지 수행합니다.
? 전략실행 팀은 외부 제휴, 신사업, 기존 사업의 보강 등 전방위적으로 핀다의 기존과 신규 사업에 관여하고 있습니다.
? 전략실행 매니저는 내부의 다양한 포지션의 동료들 및 외부 파트너사와 시너지를 내게 됩니다.

주요업무
? 핀다의 전략을 실제로 구현 및 실행하기 위해서 필요한 ideation, 기획, 구현, 프로세스 설립 및 유지보수까지 필요한 제반 업무를 수행합니다.
? 전체적인 업계 및 회사의 흐름과 트렌드를 이해하고, 문제를 발견하여 해결하는 전 과정을 견인합니다.","? 인하우스 사업 개발 또는 사업 운영 관련 경력을 7년 이상 가지고 계신 분
? 금융과 IT 중 하나 이상의 영역에 대해서 깊은 이해를 가지고 계신 분
? 다양한 포지션의 동료와 협업하여 문제를 해결하는 과정을 즐기시는 분
? 지속적으로 유지되는 사업과 프로세스를 만드는 것을 좋아하시는 분
? 새로운 분야에 대한 호기심과 학습 의지를 가지고 계신 분

[우대사항]
? 스타트업에서 3년 이상 근무한 경력을 가지고 계신 분
? 데이터 분석 경험이 있으신 분",? 데이터 분석 경험이 있으신 분
(주)티오더,서비스기획자,#NAME?,"[자격 요건]
- 서비스기획 관련 업무 5년 이상의 경험을 보유하신 분
- 백오피스 기획 경험이 있으신 분
- 신규 프로젝트의 기획/운영/관리 경험이 있으신 분
- 스토리보드 툴의 사용법을 하나 이상 숙지하신 분
[우대 요건]
- 주문/결제 플랫폼을 경험해보시고 익숙하신 분
- CRM, CTI, ERP, 고객센터 등 고객 & 영업 정보 관련 프로젝트 기획 및 운영 경험이 있으신 분
- Notion, airtable 등 노코드 툴 세팅을 해보거나 활용에 능숙하신 분
- 스타트업 근무경험이 있거나 환경에 익숙하신 분
- 업무 유관자들과의 원활한 커뮤니케이션 및 문서 작성 능력이 우수하신 분
- 서비스 런칭 및 운영 경험이 있으신 분",
(주)앵커스,UI/UX 디자이너 (10년차 이상),"[앵커스의 디자인은 어떤 일을 하나요?]
? 쉽고 이해하기 쉬운 UI를 고민하고, 기술에 대한 이해를 바탕으로 디자인합니다.
? 수평적이고 유려한 커뮤니케이션으로 컨설턴트, 기획자, 개발자와 긴밀하게 협업 디자인을 진행합니다.
? 효율적인 디자인 시스템 리소스를 제작, 개선하여 다양한 업무에 빠르게 활용합니다.

[일할 때 어떤 도구를 사용하나요?]
? 업무 커뮤니케이션: Microsoft Teams
? 이메일, 문서 작성: Microsoft Office
? 디자인 프로토타이핑: Figma

[장기적으로 이런 일을 할 수 있어요]
? 디자인시스템의 고도화를 통해 지속적인 자기계발과 노하우를 공유합니다.
? 국내 외 글로벌 프로젝트를 다양하게 진행하며 해외미팅등의 기회가 있습니다.","? 웹 & 모바일 서비스 UI/UX 분야에서 10년 이상의 디자인 경험이 있으신 분
? 멀티 플랫폼(Web, Android, iOS) UI/UX에 대한 이해가 있는 분
? 디자인 시스템을 설계 및 구축하고, 관리해본 경험이 있는 분
? 본인의 디자인을 논리적으로 표현하고 설득할 수 있는 분
? 열린 사고와 포용력을 토대로 다른 관점의 의견에 귀 기울이는 분
? 디자인 역량 강화를 위한 꾸준한 리서치, 스터디 등의 활동을 하시는 분

* 필수
? UI,UX 역량을 확인할 수 있는 산출물이 담긴 포트폴리오를 꼭 첨부해주세요. (습작, 개인창작물도 무관)","? 프로토타이핑 도구들을 통한 인터렉션 디자인이 가능하신 분
? 팀 리딩 경험, 주니어 디자이너와의 협업 및 지도 경험
? 인공지능(ex.미드저니)을 활용한 디자인에 관심을 가지신 분"
컨트롤웍스(주),LabVIEW 프로그램 개발자,"? LabVIEW를 이용한 프로그램 개발
? 윈도우 응용 프로그램 개발 (EOL/시험기/제품검사 등)
? NI cRIO, PXI RT 어플리케이션 프로그램 개발
? LabVIEW FPGA 프로그래밍
? NI VeriStand, TestStand 툴 활용 HILS 프로젝트 수행
? EV/ADAS HILS 개발 (BMS, MCU, OBC, LDC, VCU 등)","[자격요건]
? LabVIEW 프로젝트 실무 경험 2년 이상
? 학사 이상 (메카트로닉스 공학, 컴퓨터 공학, 소프트웨어 공학 또는 관련학과)","? NI CLAD, CLD 자격 소지자 우대
? 디자인 패턴, 큐메시지 핸들러, 다중 루프 구조 등을 활용한 대형 프로그램 개발 경력자 우대
? Actor Framwork 기반 프로그램 개발 경력자 우대
? 동종업체 근무 경력자 우대"
컨트롤웍스(주),"소프트웨어 엔지니어(신입,전문연구요원 가능)","? C++, C#, Python 응용 프로그램 개발
? 자동차 전장 부품 검사 장치 구동 프로그램 개발
? 가상 환경 HIL 시뮬레이션 소프트웨어 개발
? 제어 및 계측 프로그램 개발","? 전문 학사 이상 (컴퓨터 공학, 소프트웨어 공학 또는 관련 학과) / 전문연구요원 지원자의 경우 석사 이상
? C/C++/C#/Python 활용한 프로그램 개발 경험","? SW 자료구조, 알고리즘, 아키텍처에 대한 기본 지식 보유자"
퍼스트라이(주),블러드라인 골프 영업MD 부문 채용,"? 직영몰 및 오프라인 유통 채널 운영
? 매출 및 재고 입출고 관리","? 영업 MD 또는 마케팅 경력을 1년 이상 갖추신 분
? 데이터 분석으로 인사이트를 도출하고 개선으로 연결시킬 수 있으신 분
? 브랜드에 대한 가치를 창조하고 로열티를 인큐베이팅 할 줄 아는 브랜딩에 대한 이해가 있으신 분
? 무형가치에 대한 이해와 새로운 Platform과 유통 Trend에 대한 이해도가 있고 새로운 도전에 있어 두려움이 없으신 분.",? 구성원들과 존중과 존경을 기반으로 유기적인 협업와 시너지를 낼 수 있으신 분.
(주)알체라,솔루션 기술 지원 Engineer,"""자사 영업 활동에서 야기되는 모든 기술적인 지원을 담당하며, 납품 전 및 납품 후의 모든 과정을 책임집니다""

? 솔루션 납품 과정 지원
- 솔루션 운영 환경 구축
- 데모 시연, BMT, PoC 지원
- 고객사 요구 사항 분석
- 자사 솔루션 설치
? 유지 보수 담당
- 솔루션 사전 예방 점검
- 솔루션 관련 기술 지원 (이슈 대응, 장애 지원 등)","? 학력/전공 : 무관
? 경력 : 기술 지원(Field Engineer) 경력 최소 6년 이상
? 자격 요건 : 아래 항목 중 최소 2개 이상 자격을 갖추신 분
1) 개발 언어 C++, Python, Java 사용 가능하신 분
2) OS, 네트워크, SDK, API 관련 지식 및 관련 자격증을 소유하신 분
3) 클라우드 환경을 다룰 수 있으신 분
4) Windows/Linus Server 지식 및 기술을 갖추신 분
5) MS SQL, My SQL, Oracle, Maria DB, QBRID 등 관련 DB 지식 및 기술을 갖추신 분","? 다양한 부서와 원활한 커뮤니케이션이 가능하신 분
? 문서 작성 능력이 우수하신 분
? Android OS 및 APP에 대한 전문 지식을 보유하신 분"
(주)알체라,Full-Stack Developer,? Full-Stack Developer,"? 학력 / 전공 : 무관
? 필수 경험
- Developer로써의 개발 역량 (CS knowledge, Network knowledge)
- TypeScript 사용경험
- 프로젝트 라이프 사이클 경험
- 영어 회화 능력 (Business Level) : 업무 진행하는데 있어서 Document및 레퍼런스 자료 학습을 위해 영어 회화 능력을 필요로 하며, 공인 인증 점수가 아닌 면접 과정 중 일부를 영어로 진행합니다.","? TypeScript, JavaScript, Java, Scala, Go, Python등 다양한 언어에 대한 경험.
? AWS Infra 운용 경험
? Stress Test 경험
? Test Coverage 100% 유지하는 환경에서의 업무경험"
(주)알체라,Android 개발자 (5년 이상),"? 컴퓨터 비전 딥러닝 엔진을 활용한 어플리케이션 개발
? 프론트엔드 성능 향상을 위한 연구, 개발
? Native 라이브러리 및 코드를 연동시키며 이를 활용해 AI 솔루션 개발","? 학력/전공 : 무관
? 경력 : Java 또는 Kotlin으로 Android 코딩 개발 경력 최소 5년 이상
? 자격 요건 :
- Java를 이용해 Native App을 개발하실 수 있는 분
- 모바일 UI/UX에 대한 이해를 가지고 계신 분",? 타 부서와 원활하게 커뮤니케이션 하실 수 있는 분
(주)알체라,전략 기획 담당자 (5년 이상),"? 기업 Valuation 작업 (DCF등)
? 손익 분석
? 산업 및 시장 분석 업무
? 경영진 보고서 작성 등","? 학력/전공 : 무관
? 경력 : 최소 5년 이상의 기업 전략 기획 업무 또는 컨설팅/IB 경험자
? 자격 요건 :
- 협업 능력 및 커뮤니케이션 능력이 뛰어난 사람
- 기업 Valuation 및 보고서
- 재무/회계에 대한 전문 지식 보유자
- 영어: 비즈니스 회화 가능","? MS Office를 잘 다루실 수 있으신 분
? 기획/제안서/보고서 작성 경험이 많은 분
? 대내외 커뮤니케이션 능력이 우수한 분"
(주)알체라,MLOps Researcher/Engineer,? MLOps 업무 전반,"? 학력 / 전공 : 무관
? 필수 경험
- Developer로써의 개발 역량 (CS knowledge, Network knowledge_
- AWS 인프라 운영 경험
- ML 기초지식
- 프로젝트 라이프 사이클 경험
- 영어 회화 능력 (Business Level) : 업무 진행하는데 있어서 Document및 레퍼런스 자료 학습을 위해 영어 회화 능력을 필요로 하며, 공인 인증 점수가 아닌 면접 과정 중 일부를 영어로 진행합니다.","? TypeScript, JavaScript, Java, Scala, Go, Python등 다양한 언어에 대한 경험.
? Stress Test 경험
? Test Coverage 100% 유지하는 환경에서의 업무경험"
(주)알체라,Senior DevOps Engineer,"? AWS architecture 구성 및 최적화
? CI/CD 구축 및 운영
? 지속적인 보안 수준 유지를 위한 CI/CD내 솔루션 검토 및 적용
? Infra 기반 (Jenkins/Github) 운영, 지표 수립/수집 및 시각호가(모니터링 구축 및 개선)","? 학력 / 전공 : 무관
? 자격 요건 :
1) DevOps 관련 업무 5년 이상
2) AWS 기반 서비스 전반에 대한 이해와 서비스 구축 경험이 있으신 분
3) Infra as a code를 위하여 코딩 및 스크립팅(Python, Shell) 수행 가능하신 분
4) 공동작업을 위한 협업 스킬을 가지신 분","? Lean Startup 및 Agile 개발문화에 대한 경험과 이해가 있으신 분
? SRE 활동 경험이 있으신 분"
(주)알체라,Business Developer,"■ 주요 업무
- AI학습용 데이터 사업 관련 B2G, B2B 고객 관리
- 고객의 니즈 파악, 신규 고객사 발굴을 위한 영업 기획 및 제안
- 자사 솔루션 및 모델에 대한 이해를 바탕으로 인공지능 학습 데이터의 수집-정제-가공-검수 방안 제안 및 협의
- 기존 고객사와의 커뮤니케이션을 통한 지속적인 영업 기회 발굴
- 인/아웃 바운드 Lead 획득 및 관리","? 학력/전공 : 무관
? 경력 : 영업 분야 3년 이상 경력 보유자
? 자격 요건
1) 자기 주도적으로 사업을 기획 및 제안하여 성과를 낸 경험이 있는 분
2) 인/아웃바운드 Lead 획득 및 관리를 해보신 분
3) 데이터 기반의 의사 결정 및 문제해결에 능숙한 분","? 동종업계 영업(데이터 가공/구축 PM/PL) 유경험자 우대
? 학습용 데이터 구축 사업에 대한 높은 이해와 사업 수주 경험을 보유하신 분
? 공공기관(NIA,NIPA,K-DATA) 대상 B2G 영업 및 관리 경험을 가지고 계신 분
? 정부 과제 제안서 작성 경험이 있으신 분"
(주)알체라,Project 운영 Manager,"? AI 프로젝트 매칭 및 계약, 관리(고객사&공급사)
? 사업 방향성에 맞춰 운영 정책 정의 및 수립, 개선 과제 도출
? 데이터 기반의 사업 성과 분석
? 서비스/마케팅/디자인 등 유관 부서 담당자와의 협업을 통한 프로젝트 고도화
? 사이트 운영 및 콘텐츠 관리
? 고객사 확보를 위한 제안 작업
? 회원 유치를 위한 프로모션 기획","? 학력/전공 : 무관
? 경력 : 사업 운영 경험 최소 2년 이상
? 자격 요건 :
- IT 플랫폼 관련 서비스 운영 경험이 있거나 플랫폼 이해도가 있으신 분
- 고객 데이터 및 지표 정리 능력을 보유하신 분
- 고객과의 커뮤니케이션 능력이 있으신 분","? AI와 DATA에 대해 관심이 많고, 공부 하는데 거부감이 없는 분
? 유연한 커뮤니케이션 능력을 갖추신 분
? 주도적으로 서비스를 기획/운영/관리해본 경험이 있으시거나 성장할 욕심이 있으신 분
? 적극적인 태도로 협업을 할 수 있는 분
? 다양한 접근 방식으로 문제를 해결하고자 노력하는 분"
(주)알체라,ML 연구원/Engineer (이상상황 감지),"? 산불/화재/연기 검출 성능 향상

[업무 키워드]
- Object detection/segmentation
- Supervised learning
- Semi-supervised learning
- Weakly-supervised learning
- Transformer","? 학력 / 전공 : 석사 이상
? 필수 경험
- ML에 대한 기초 지식을 갖추신 분
- 논문 리딩 및 세미나에 익숙하신 분
- 최소한 1개 이상의 library 사용에 익숙하신 분 (mmdet, detectron2, pytorch, tensorflow 등등)
- 기본 코딩 실력을 갖추신 분(Python)
- 포트폴리오 자료 제출 필수","? 제1저자 탑티어 (CVPR, ICCV, ECCV 등등) 해외 학회/저널 논문을 보유하신 분
? ML관련 박사 학위 또는 그에 준하는 경력을 보유하신 분
? 담당 업무에 대한 경험을 보유하신 분"
(주)미리디,미리캔버스 콘텐츠 소싱 매니저,"? 일일 업무
- 개인 기여자 서칭 및 제안 업무 (사진, 일러스트, 영상, 음원)
- 업체 콘텐츠 업로드 요청 및 콜렉션 만들기
- 기여자 VOC 대응

? 주 단위 업무
- 담당 스쿼드 소싱 콘텐츠 목록 관리
- 담당 국가의 기여자 수 추이 분석을 통한 소싱 방법 회고 및 개선

? 월 단위 업무
- 기여자 제출 송금 서류 심사
- 기여자 로열티 지급 업무

? 비정기 업무
- 국내 업체 미팅 (대면, 화상 미팅)
- 해외 업체 미팅 (대면, 화상 미팅)
- SNS 광고 기획 및 진행 상황 체크 (도달수, 조회수, CPM 등 수치 파악)","? 신입 혹은 경력 1~2년차
? 비즈니스 영어회화 능력이 뛰어나신 분","? 마이크로소프트 엑셀, 구글 스프레드시트 등 문서 작성
? 마케팅 또는 커뮤니케이션 관련 전공"
(주)캐논크래커,모바일 게임 UA 마케팅,? 마케팅 전략 수립 및 실행 관리,"? 게임 커뮤니티 관련 업무 및 관리 경험
? 다양한 지표를 다루는 분석툴 경험
? 프로젝트 런칭 혹은 서비스 경험",? 온라인 마케팅 전략 수립을 경험
(주)아이나비시스템즈,인포테인먼트 내비게이션 그래픽스 SW 전문 엔지니어 채용,"? 국내 및 글로벌 카메이커에 공급되는 IVI(In-Vehicle Infotainment) 내비게이션 디스플레이 엔진을 담당합니다.
? Android, iOS, Linux OS 대응하는 크로스플랫폼 엔진을 개발합니다.
? 2D/3D/항공3D Map 디스플레이 엔진을 연구 개발합니다.","? C / C++
? 그래픽스 API 활용 개발 가능한 분","? 그래픽스 API 기반 상용화 프로젝트 경험 (OpenGL, DirectX 등)
? 그래픽스 파이프라인 구성 및 리소스 최적화 경험
? Android, Linux Platform 이해도가 있는 분
? 자동차사와 긴밀한 소통 및 개발 관리 경험이 있는 분
? 차량용 인포시스템(IVI) 관심 및 이해도가 있는 분
? 동료 개발자와 원활한 소통이 가능하고 함께 성장할 수 있는 가능성이 있는 분"
